9782754802482,2754802487,"Récit de la vie de Battling Siki, de son vrai nom Baye Phal, boxeur français d'origine sénégalaise, qui fut le premier Africain à devenir champion du monde. Il côtoie le grand monde tout en étant confronté au racisme, à cette époque encore dominée par la colonisation. Après la gloire survient la descente aux enfers, les scandales, les accusations de tricherie, et il meurt assassiné en 1925.",Futuropolis Gallisol Editions,2009,7.000000,Championzé,Aurélien Ducoudray;Eddy Vaccaro,,,9782754802482
9782840559511,284055951X,"Chaque année depuis 7 ans, Kevin Nivek et l'Ombre se retrouvent pour tenter d'exorciser le traumatisme occasionné par leur étonnante expérience face aux Stryges. Cette fois pourtant, bousculés par les événements, rattrapés par le passé et poursuivis par le spectre de l'insaisissable Sandor G. Weltmann, ils envisagent de faire à nouveau face au phénomène. Le nouveau cycle du Chant des Stryges s'ouvre sur une intrigue haletante placée sous le signe de quelques rencontres et révélations inattendues...",Productions Guy Delcourt,2003,47.000000,Rencontres,Eric Corbeyran;Richard Guérineau,,,284055951X
9782916207223,2916207228,"A travers l'histoire des nombreux protagonistes qui habitent ce château oublié et transformé en sanctuaire, l'auteur aborde des thèmes comme les violences conjugales, l'acceptation des différences, le rôle des femmes dans la société.",Editions Ca et Là,2007,457.000000,Château l'attente,Linda Medley,,,9782916207223
9782205004243,2205004247,"Spændende western- og indianerserie, der bl.a. beretter om de hvides overgreb på indianerne.",,1994,48.000000,Le cheval de fer,Jean-Michel Charlier;Jean Giraud,,,2205004247
9782737653926,2737653924,,,1985,134.000000,Chiures de gomme,Jacques Tardi,,,9782737653926
9782203320055,2203320052,,,1987,47.000000,L'expédition maudite,Bob De Moor,,,2203320052
9782205017786,2205017780,,,1980,47.000000,CORNET D'HUMOUR,Delan;Boucq,,,2205017780
9782940329045,2940329044,"Un fermier qui s'ennuie ferme trouve ses poules envahissantes. Il perd la tête et un jour, une poule lâche le cot de trop et c'est le massacre. Il part alors avec la vache qui lui reste. Il découvre alors qu'elle sait compter. Fera-t-il fortune avec une vache qui sait compter ? Une bande dessinée minimaliste.",,2003,27.000000,Cot cot,Ibn al Rabin,,,2940329044
9782876870185,2876870185,,,1989,47.000000,Batman,Frank Miller;Klaus Janson;Lynn Varley,,,2876870185
9782876870284,2876870282,,,1989,47.000000,La Traque,,,,2876870282
9782756008356,2756008354,"Les légions du sinistre Mendoza ont investi la capitale sélénite. L'infâme prince Jean est désormais le maître absolu de la Lune. Pour les rares rescapés de l'armée royale, tout espoir semble anéanti. Tout espoir ? Voire. Car il est une chose que Monsieur de Maupertuis et ses amis ont su conserver intacte dans le désastre : leur panache.",,2009,49.000000,Revers de fortune,Alain Ayroles;Jean-Luc Masbou,,,9782756008356
9782756019963,2756019968,"Le prince Jean vaincu, la Lune sauvée, l’heure est venue pour messieurs de Villalobos et Maupertuis de songer au retour. Mais l’ignoble Mendoza n’a pas dit son dernier mot, et quand amour, honneur et amitié s’opposent, la comédie peut tourner au tragique. Avant de tirer leur révérence, nos gentilshommes devront encore essuyer de terribles coups de théâtre. Arriveront-ils tous à bon port ?",,2012,49.000000,De cape et de crocs,Alain Ayroles;Jean-Luc Masbou,,,9782756019963
9782756040363,2756040363,"«Mais que diable allait-il faire dans cette galère ?» Le fidèle lapin Eusèbe, autrefois condamné à perpétuité, nous révèle enfin son passé. En ces temps de misère et de violence, où de cruels mousquetaires terrorisent les gardes du cardinal et où saltimbanques et spadassins battent l'estrade et croisent le fer, la vie d'un homme ne vaut pas cher. Alors celle d'un lapin...",,2014-11-05,49.000000,Vingt mois avant,Alain Ayroles,,,9782756040363
9782756064758,2756064750,"Capturé par les malandrins de la Cour des miracles, Eusèbe est conduit à leur terrible chef qui n'est autre que son frère, Fulgence. Ce lapin malhonnête et violent fomente avec Fagotin, le singe assassin, un abominable forfait. Pris entre trahisons et intrigues de cour, Eusèbe parviendra-t-il à ramener Fulgence dans le droit chemin ? A moins que ce jumeau maléfique ne l'entraîne sur la voie du crime.",,2016-11-30,48.000000,Si ce n'est toi...,,,,9782756064758
9782871297574,2871297576,"Où l'on retrouve la mystérieuse Jade et Lady Nelson dans un nouveau cycle d'aventures qui a l'Afrique pour cadre, alors qu'une tribu de farouches guerriers entre en rébellion. Dessin magnifique, qui rend à merveille le climat envoûtant des colonies au début du 20e siècle. Couleurs directes chaudes accentuant l'ambiance sensuelle. [SDM].",Dargaud,2005,48.000000,Africa,Jean Dufaux;Ana Mirallès,,,9782871297574
,,"Bekeken door de bril van Anna Mirallès krijgt een vrouw iets goddelijks... Dit zevende deel van Djinn durft de zeldzame gewelddadigheid te tonen in het hart van een Afrika, dat wordt verscheurd door opstand... Jean Dufaux onthult het tragische lot van Lord Nelson en zijn vrouw, terwijl anderzijds de gewetenloosheid van Jade heel wat lezers verstomd zal doen staan. De prachtige tekeningen van Anna Mirallès tonen Afrika in al zijn ongenadige wreedheid. Hoewel Lady Nelson en Jade de zinnelijke verleidsters blijven die ze waren, wordt dit zevende deel beheerst door tragedie. Een van de hoofdpersonen zal het avontuur niet overleven, een tweede wordt vreselijk verminkt...",Dargaud Benelux,2015-02-13T00:00:00+01:00,50.000000,Pipiktu,Jean Dufaux,,,9782505001386
9782505004639,2505004633,"Où l'on retrouve la mystérieuse Jade et Lady Nelson dans le quatrième épisode d'un nouveau cycle d'aventures qui a l'Afrique pour cadre, alors qu'une tribu de farouches guerriers entre en rébellion. Dessin magnifique, qui rend à merveille le climat envoûtant des colonies au début du 20e siècle. Couleurs directes chaudes accentuant l'ambiance sensuelle. [SDM].",Dargaud,2008,48.000000,Djinn,Jean Dufaux;Ana Mirallès,,,9782505004639
9782505005803,250500580X,,Dargaud,2009,48.000000,Djinn,Jean Dufaux;Ana Mirallès,,,9782505005803
9782756007762,2756007765,""" Alors, Sire, souhaitez-vous que je vous entretienne des mystères du monde ? - Oh, franchement, mon vieux, ça ne m'intéresse pas du tout. """,,2008-01-23,47.000000,Le grimoire de l'inventeur,Joann Sfar;Lewis Trondheim;Stanislas Barthélémy;Nicolas Keramidas,,,9782756007762
9782840555728,2840555727,"Il n'y a pas de recette miracle, un Donjon, c'est des années et des années de travail minutieux... Un Donjon, c'est un état d'esprit, et l'esprit de Donjon, c'est moi : le gardien.",Productions Guy Delcourt,2000,31.000000,Un donjon de trop,Joann Sfar;Lewis Trondheim;Manu Larcenet,,,2840555727
9782877570183,2877570185,,,1992-02-01,,Dracurella,Julio Ribéra,,,9782877570183
9782907763158,2907763156,"Théâtre avec cinq personnages: trois femmes, deux hommes.",,1990,157.000000,La drague,Alain Krief,,,9782907763158
9782908406214,2908406217,,,1997-04-16,64.000000,Carnivora,Paolo Eleuteri-Serpieri,,,2908406217
9782731609745,2731609745,,Les Humanoïdes Associés,1991,52.000000,Amos,Yves Swolfs,,,9782731609745
9782731609752,2731609753,,Les Humanoïdes Associés,1991-01-01,52.000000,Sierra sauvage,Yves Swolfs,,,9782731609752
9782731609769,2731609761,,Les Humanoïdes Associés,1991,52.000000,Le destin d'un desperado,Yves Swolfs,,,9782731609768
9782731609783,2731609788,,Les Humanoïdes Associés,1991,52.000000,Une raison pour mourir,Yves Swolfs,,,9782731609783
9782731609790,2731609796,,Les Humanoïdes Associés,1991,52.000000,L'or de Duncan,Yves Swolfs,,,9782731609790
9782731609806,273160980X,,Les Humanoïdes Associés,1991,52.000000,La proie des chacals,Yves Swolfs,,,9782731609806
