,Url,Série,Numéro,Title,Cote,Check,Notes Erwan,Author(s),Scénariste,Dessinateur,Editor,Release date,Book format,Language,Summary,Grade,Cover,Estimated price,Bonus data
,,ONE SHOT,,1996,1996,o,,Chantal Montellier,,,,,,,,,,,
2800117575,https://www.justbooks.fr/search/?keywords=2800117575&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ONE SHOT,,La 27e lettre,27ELE,o,,Desberg; Will,,,Dupuis,1990,Couverture souple,français,Eastman shelf 11,4.29 Note moyenne,https://pictures.abebooks.com/isbn/9782800117577-us-300.jpg,"€12,15",
9782226031747,https://www.justbooks.fr/search/?keywords=9782226031747&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ONE SHOT,,38e parallèle,38EPA,o,,Collectif,,,Albin Michel,1992,Couverture rigide,Français,,,https://pictures.abebooks.com/isbn/9782226031747-us-300.jpg,,NaN
2876870916,https://www.justbooks.fr/search/?keywords=2876870916&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ONE SHOT,,3 jours avant...,3JOUR,o,,VILLOUTREIX CHARLES,,,ZENDA,1991,Couverture souple,français,52pages. in4. Cartonné.,,https://pictures.abebooks.com/isbn/9782876870918-us-300.jpg,,
9782876871540,https://www.justbooks.fr/search/?keywords=9782876871540&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,666,2,Allegro demonio,666,o,,,,,Glénat BD,1994,Couverture souple,Français,2,3.45 Note moyenne,https://pictures.abebooks.com/isbn/9782876871540-us-300.jpg,"€24,59",NaN
9782723419260,https://www.justbooks.fr/search/?keywords=9782723419260&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,666,3,Demonio fortissimo,666,o,,,,,Zenda,1996,Couverture souple,Français,,3.56 Note moyenne,https://pictures.abebooks.com/isbn/9782723419260-us-300.jpg,"€9,00",NaN
9782723422840,https://www.justbooks.fr/search/?keywords=9782723422840&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,666,4,Lilith imperatrix mundi,666,o,,"Froideval, François; Tacito, Frank",,,Zenda,1997,Couverture souple,Français,,3.60 Note moyenne,https://pictures.abebooks.com/isbn/9782723422840-us-300.jpg,"€10,48",NaN
9782723425513,https://www.justbooks.fr/search/?keywords=9782723425513&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,666,5,Atomik requiem,666,o,,,,,Zenda,1998,Couverture souple,Français,,3.67 Note moyenne,https://pictures.abebooks.com/isbn/9782723425513-us-300.jpg,"€13,10",NaN
9782723428897,https://www.justbooks.fr/search/?keywords=9782723428897&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,666,6,Missa dicta est,666,o,,,,,Zenda,2000,Couverture rigide,Français,,,https://pictures.abebooks.com/isbn/9782723428897-us-300.jpg,,NaN
2840554658,https://www.justbooks.fr/search/?keywords=2840554658&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,7 Secondes,1,Venise,7SECO,o,,MORVAN+PAREL,,,DELCOURT,2004,Couverture souple,français,Hard to Find book,3.20 Note moyenne,https://pictures.abebooks.com/isbn/9782840554653-us-300.jpg,"€15,55",
2840556170,https://www.justbooks.fr/search/?keywords=2840556170&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,7 Secondes,2,Bénavides,7SECO,o,,MORVAN+PAREL,,,DELCOURT,2004,Couverture souple,français,,3.67 Note moyenne,https://pictures.abebooks.com/isbn/9782840556176-us-300.jpg,,
2840558890,https://www.justbooks.fr/search/?keywords=2840558890&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,7 Secondes,3,Lambaratidinis,7SECO,o,,MORVAN+PAREL,,,DELCOURT,2004,Couverture souple,français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782840558897-us-300.jpg,,
2847896228,https://www.justbooks.fr/search/?keywords=2847896228&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,7 Secondes,4,Guillot,7SECO,o,,MORVAN-J.D+PAREL-G,,,DELCOURT,2006,Couverture souple,français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782847896220-us-300.jpg,,
2723404749,https://www.justbooks.fr/search/?keywords=2723404749&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les 7 Vies de l'Epervier,2,Le Temps des Chiens,7VIES,o,,Cothias P. - Juillard A.,,,Glénat,1984,Couverture rigide,,Omslag onfris / Cover not so good / 9782723404747 / Comic strips / Frans / French / Français / Französisch / hard cover / 22 x 29 cm / 48 .pp /,,https://pictures.abebooks.com/isbn/9782723404747-us-300.jpg,"€3,73",
9782723406345,https://www.justbooks.fr/search/?keywords=9782723406345&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les 7 Vies de l'Epervier,3,L'Arbre de mai,7VIES,o,,"Juillard, André; Cothias, Patrick",,,Glénat,1994,,Français,,4.29 Note moyenne,https://pictures.abebooks.com/isbn/9782723406345-us-300.jpg,"€729,83",NaN
9782876871403,https://www.justbooks.fr/search/?keywords=9782876871403&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ABC Warriors,1,Les guerriers du Khaos,ABCWA,o,,MILLS-P+SKINNER-T+WALKER,,,Glénat BD,1993,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782876871403-us-300.jpg,"€20,72",NaN
9782876871410,https://www.justbooks.fr/search/?keywords=9782876871410&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ABC Warriors,2,la 7eme tete,ABCWA,o,,MILLS-P+SKINNER-T+WALKER,,,Glénat BD,1993,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782876871410-us-300.jpg,"€12,29",NaN
9782723409872,https://www.justbooks.fr/search/?keywords=9782723409872&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ONE SHOT,,Abominable,ABOMI,o,,Hermann,,,Glénat,1997,Couverture rigide,Français,,3.39 Note moyenne,https://pictures.abebooks.com/isbn/9782723409872-us-300.jpg,"€11,10",NaN
9782205001730,https://www.justbooks.fr/search/?keywords=9782205001730&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,1,Cerveau Choch,ACHIL,o,,Greg,,,Dargaud,1996,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782205001730-us-300.jpg,"€4,25",NaN
2205002252,https://www.justbooks.fr/search/?keywords=2205002252&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,2,Achille talon aggrave son ccas,ACHIL,o,,GREG,,,DARGAUD,1996,Couverture souple,français,,3.82 Note moyenne,https://pictures.abebooks.com/isbn/9782205002256-us-300.jpg,"€10,54",
9782205003734,https://www.justbooks.fr/search/?keywords=9782205003734&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,3,Achille talon persiste et signe,ACHIL,o,,Greg,,,Dargaud,1969,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782205003734-us-300.jpg,"€641,11",NaN
9782205005059,https://www.justbooks.fr/search/?keywords=9782205005059&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,4,Mon fils à moi,ACHIL,o,,Greg,,,Dargaud,1996,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782205005059-us-300.jpg,"€10,99",NaN
9782205005844,https://www.justbooks.fr/search/?keywords=9782205005844&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,5,L'indispensable Achille Talon,ACHIL,o,,Greg,,,Dargaud,1996,Couverture souple,Français,Rare book,3.69 Note moyenne,https://pictures.abebooks.com/isbn/9782205005844-us-300.jpg,"€6,99",NaN
2205022512,https://www.justbooks.fr/search/?keywords=2205022512&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,32,Achille Talon et la traversée du disert,ACHIL,o,,Greg,,,Dargaud,1996,Couverture rigide,français,,4.00 Note moyenne,https://pictures.abebooks.com/isbn/9782205022513-us-300.jpg,"€8,36",
9782205025125,https://www.justbooks.fr/search/?keywords=9782205025125&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Achille Talon,34,Incorrigible Achille Talon,ACHIL,o,,Greg,,,Dargaud,1996,Couverture souple,Français,,3.20 Note moyenne,https://pictures.abebooks.com/isbn/9782205025125-us-300.jpg,"€14,57",NaN
,,Achille Talon,,Achille talon vous salue bien,ACHIL,o,,,,,,,,,,,,,
220333410X,https://www.justbooks.fr/search/?keywords=220333410X&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Ada,1,Ada dans la jungle,ADA,o,,Altan,,,CASTERMAN,1993,Couverture souple,français,,3.51 Note moyenne,https://pictures.abebooks.com/isbn/9782203334106-us-300.jpg,"€8,55",
2203305010,https://www.justbooks.fr/search/?keywords=2203305010&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,1,Adèle et la bête,ADELE,o,,"Tardi, Jacques",,,Casterman,1993,Couverture rigide,Français,French Language Comic Book.,3.61 Note moyenne,https://pictures.abebooks.com/isbn/9782203305014-us-300.jpg,"€143,38",
2203305029,https://www.justbooks.fr/search/?keywords=2203305029&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,2,Le Démon de la Tour Eiffel,ADELE,o,,"Tardi, Jacques",,,Casterman,1976,Couverture rigide,français,Rare book,3.83 Note moyenne,https://pictures.abebooks.com/isbn/9782203305021-us-300.jpg,"€15,49",
,,Adèle Blanc-Sec,3,Le savant fou,ADELE,o,,,,,,,,,,,,,
2203305045,https://www.justbooks.fr/search/?keywords=2203305045&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,4,Momies en folie,ADELE,o,,"Tardi, Jacques",,,Casterman,1993,Couverture rigide,Français,Rare book,,https://pictures.abebooks.com/isbn/9782203305045-us-300.jpg,"€115,10",
2203305061,https://www.justbooks.fr/search/?keywords=2203305061&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,5,Le Secret de la Salamandre,ADELE,o,,"Tardi, Jacques",,,Casterman,1993,Couverture rigide,français,,3.69 Note moyenne,https://pictures.abebooks.com/isbn/9782203305069-us-300.jpg,"€11,05",
,,Adèle Blanc-Sec,6,Le noyé a deux têtes,ADELE,o,,,,,,,,,,,,,
2203305088,https://www.justbooks.fr/search/?keywords=2203305088&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,7,Tous des Monstres !,ADELE,o,,"Tardi, Jacques",,,Casterman,1994,Couverture rigide,français,,3.52 Note moyenne,https://pictures.abebooks.com/isbn/9782203305083-us-300.jpg,"€22,13",
2203305096,https://www.justbooks.fr/search/?keywords=2203305096&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,8,Le Mystère des Profondeurs,ADELE,o,,"Tardi, Jacques",,,Casterman,2000,Couverture rigide,français,Rare book,3.49 Note moyenne,https://pictures.abebooks.com/isbn/9782203305090-us-300.jpg,"€61,17",
2203305053,https://www.justbooks.fr/search/?keywords=2203305053&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adèle Blanc-Sec,,"Adieu Brindavoine, suivi de La fleur au fusil",ADIEU,o,,Tardi,,,Casterman,1993,Couverture rigide,français,,3.62 Note moyenne,https://pictures.abebooks.com/isbn/9782203305052-us-300.jpg,"€5,37",
9782723411004,https://www.justbooks.fr/search/?keywords=9782723411004&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ONE SHOT,,L'adieu au roi,ADIEU,o,,SCHOENDOERFFER-P+BRUYNINX,,,Glénat BD,1998,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723411004-us-300.jpg,"€5,24",NaN
2906187763,https://www.justbooks.fr/search/?keywords=2906187763&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Trio Grande,1,Adios Palomita,ADIOS,o,,"Vatine, Olivier",,,Delcourt,1991,Couverture souple,français,Hard to find,3.69 Note moyenne,https://pictures.abebooks.com/isbn/9782906187764-us-300.jpg,,
2803611570,https://www.justbooks.fr/search/?keywords=2803611570&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Adler,5,Black Bounty,ADLER,o,,"Sterne, René",,,Le Lombard,1996,Couverture souple,français,,4.00 Note moyenne,https://pictures.abebooks.com/isbn/9782803611577-us-300.jpg,,
287764071X,https://www.justbooks.fr/search/?keywords=287764071X&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ADN,2,S.O.U.L.,ADN,o,,,,,,,Couverture souple,français,,3.80 Note moyenne,https://pictures.abebooks.com/isbn/9782877640718-us-300.jpg,"€3,79",
9782871532033,https://www.justbooks.fr/search/?keywords=9782871532033&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Agatha Christie,3,Mort sur le Nil,AGATH,o,,"Miniac, Jean-François; Rivière, François",,,Claude Lefrancq,1996,,Français,,4.10 Note moyenne,https://pictures.abebooks.com/isbn/9782871532033-us-300.jpg,,NaN
2205023896,https://www.justbooks.fr/search/?keywords=2205023896&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,L'Âge d'ombre,1,Les habitants du crépuscule,AGEDO,o,,,,,,,Couverture rigide,français,,4.67 Note moyenne,https://pictures.abebooks.com/isbn/9782205023893-us-300.jpg,"€14,92",
2205026976,https://www.justbooks.fr/search/?keywords=2205026976&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,L'Âge d'ombre,2,Les remparts de la nuit,AGEDO,o,,,,,,,Couverture rigide,français,Hard to find book,,https://pictures.abebooks.com/isbn/9782205026979-us-300.jpg,,
2901076122,https://www.justbooks.fr/search/?keywords=2901076122&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Agrippine,1,Agrippine,AGRIP,o,,"Bretécher, Claire",,,C. Bretécher,2000,Couverture rigide,français,,3.31 Note moyenne,https://pictures.abebooks.com/isbn/9782901076124-us-300.jpg,"€9,48",
,,ONE SHOT,,Aguirre,AGUIR,o,,,"Cava, Felipe H.","Breccia, Enrique",,,,,,,,,
9782723406109,https://www.justbooks.fr/search/?keywords=9782723406109&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,1,La nuit des jongleurs,AIGLE,o,,KRAEHN-J.C+PELLERIN,,,Glénat BD,1999,,Français,,,https://pictures.abebooks.com/isbn/9782723406109-us-300.jpg,"€928,94",NaN
9782723407793,https://www.justbooks.fr/search/?keywords=9782723407793&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,2,L'hériter sans nom,AIGLE,o,,KRAEHN-J.C+PELLERIN,,,Glénat BD,1997,,Français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782723407793-us-300.jpg,,NaN
9782723409049,https://www.justbooks.fr/search/?keywords=9782723409049&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,3,Les éperons d'ors,AIGLE,o,,KRAEHN-J.C+PELLERIN,,,Glénat BD,1997,,Français,,,https://pictures.abebooks.com/isbn/9782723409049-us-300.jpg,,NaN
9782723410311,https://www.justbooks.fr/search/?keywords=9782723410311&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,4,L'héretique,AIGLE,o,,KRAEHN-J.C,,,Glénat BD,1998,,Français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782723410311-us-300.jpg,,NaN
9782723412742,https://www.justbooks.fr/search/?keywords=9782723412742&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,5,Saint-Malo de l'isle,AIGLE,o,,KRAEHN-J.C,,,Glénat BD,1997,,Français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782723412742-us-300.jpg,,NaN
9782723415088,https://www.justbooks.fr/search/?keywords=9782723415088&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,6,Alix,AIGLE,o,,KRAEHN-J.C+PIERRET,,,Glénat BD,1998,,Français,,,https://pictures.abebooks.com/isbn/9782723415088-us-300.jpg,,NaN
9782723416641,https://www.justbooks.fr/search/?keywords=9782723416641&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,7,Prisonnière du Donjon,AIGLE,o,,KRAEHN-J.C+PIERRET,,,Glénat BD,1998,,Français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782723416641-us-300.jpg,,NaN
9782723417266,https://www.justbooks.fr/search/?keywords=9782723417266&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,8,La marque de Nolwenn,AIGLE,o,,Jean-Charles Kraehn; Michel Pierret,,,Glénat,1997,Couverture souple,,,3.50 Note moyenne,https://pictures.abebooks.com/isbn/9782723417266-us-300.jpg,,NaN
9782723425575,https://www.justbooks.fr/search/?keywords=9782723425575&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,9,L'Otage,AIGLE,o,,"Kraehn, Jean-Charles; Pierret, Michel",,,Glénat BD,1995,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723425575-us-300.jpg,"€17,98",NaN
9782723421157,https://www.justbooks.fr/search/?keywords=9782723421157&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,10,L'héritier de Crozenc,AIGLE,o,,Jean-Charles Kraehn; Michel Pierret,,,Glénat,1996,,,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782723421157-us-300.jpg,,NaN
9782723423243,https://www.justbooks.fr/search/?keywords=9782723423243&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,11,Le Loup de Cuzion,AIGLE,o,,"Kraehn, Jean-Charles; Pierret, Michel",,,Glénat BD,1997,Couverture souple,Français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782723423243-us-300.jpg,,NaN
9782723426275,https://www.justbooks.fr/search/?keywords=9782723426275&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,12,L'esclave,AIGLE,o,,Kraehn - Pierret,,,Glénat BD,1998,Couverture souple,Français,,2.67 Note moyenne,https://pictures.abebooks.com/isbn/9782723426275-us-300.jpg,,NaN
9782723428309,https://www.justbooks.fr/search/?keywords=9782723428309&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,13,La princesse Mordrie,AIGLE,o,,"Kraehn, Jean-Charles; Pierret, Michel",,,Glénat BD,1999,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723428309-us-300.jpg,,NaN
9782723431064,https://www.justbooks.fr/search/?keywords=9782723431064&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,14,Les Hommes de fer,AIGLE,o,,,,,Glénat,2000,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723431064-us-300.jpg,"€10,51",NaN
9782723434690,https://www.justbooks.fr/search/?keywords=9782723434690&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,15,Mahaut,AIGLE,o,,,,,Glénat,2001,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723434690-us-300.jpg,,NaN
9782723437639,https://www.justbooks.fr/search/?keywords=9782723437639&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,16,La Guerre des Aigles,AIGLE,o,,,,,Glénat,2002,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723437639-us-300.jpg,,NaN
9782723441322,https://www.justbooks.fr/search/?keywords=9782723441322&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,17,Le Châtiment du banni,AIGLE,o,,,,,Glénat,2003,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723441322-us-300.jpg,,NaN
9782723445450,https://www.justbooks.fr/search/?keywords=9782723445450&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aigles décapitées,18,L'Ecuyer d'Angoulesme,AIGLE,o,,,,,Glénat BD,2005,Couverture souple,Français,,,https://pictures.abebooks.com/isbn/9782723445450-us-300.jpg,,NaN
2731601566,https://www.justbooks.fr/search/?keywords=2731601566&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,ONE SHOT,,Akromégalie,AKROM,o,,MIRROR KRIST,,,LES HUMANOIDES ASSOCIES,1982,Couverture rigide,,,,https://pictures.abebooks.com/isbn/9782731601565-us-300.jpg,"€8,77",
2203334290,https://www.justbooks.fr/search/?keywords=2203334290&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Alack Sinner,,Viet Blues,ALACK,o,,,,,Casterman,,,français,,,https://pictures.abebooks.com/isbn/9782203334298-us-300.jpg,,
2203334193,https://www.justbooks.fr/search/?keywords=2203334193&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Alack Sinner,,Rencontres,ALACK,o,,"Muñoz, José; Sampayo, Carlos",,,Casterman,1993,Couverture souple,français,,3.93 Note moyenne,https://pictures.abebooks.com/isbn/9782203334199-us-300.jpg,,
2871370001,https://www.justbooks.fr/search/?keywords=2871370001&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Alain Moreau,1,la nuit du bouc,ALAIN,o,,Hernu Et Bucquoy,,,,,Couverture rigide,,la nuit du bouc 1,,https://pictures.abebooks.com/isbn/9782871370000-us-300.jpg,"€6,86",
287137001X,,Alain Moreau,2,Détective,ALAIN,o,,,,,,,,,,,,,
9782803604562,https://www.justbooks.fr/search/?keywords=9782803604562&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,À la recherche de Peter Pan,1,À la recherche de Peter Pan 1,ALARE,o,,Cosey,,,Le Lombard,1993,Couverture rigide,Français,in4. Cartonné.,3.97 Note moyenne,https://pictures.abebooks.com/isbn/9782803604562-us-300.jpg,,NaN
9782803604975,https://www.justbooks.fr/search/?keywords=9782803604975&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,À la recherche de Peter Pan,2,À la recherche de Peter Pan 2,ALARE,o,,Cosey,,,Le Lombard,1993,Couverture rigide,,,4.25 Note moyenne,https://pictures.abebooks.com/isbn/9782803604975-us-300.jpg,"€46,16",NaN
2205026542,https://www.justbooks.fr/search/?keywords=2205026542&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les aventures d'Al Crane,1,Les aventures d'Al Crane,ALCRA,o,,,"Lauzier, Gérard",Alexis,,,Couverture rigide,français,,3.00 Note moyenne,https://pictures.abebooks.com/isbn/9782205026542-us-300.jpg,"€9,73",
9782205041866,https://www.justbooks.fr/search/?keywords=9782205041866&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Aldebaran,1,La catastrophe,ALDEB,o,,Léo,,,Dargaud,1994,Couverture souple,Français,,3.94 Note moyenne,https://pictures.abebooks.com/isbn/9782205041866-us-300.jpg,"€7,79",NaN
9782205043655,https://www.justbooks.fr/search/?keywords=9782205043655&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Aldebaran,2,La blonde,ALDEB,o,,Léo,,,Dargaud,1995,Couverture souple,Français,,4.04 Note moyenne,https://pictures.abebooks.com/isbn/9782205043655-us-300.jpg,,NaN
9782205044768,https://www.justbooks.fr/search/?keywords=9782205044768&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Aldebaran,3,La photo,ALDEB,o,,Léo,,,Dargaud,1996,Couverture souple,Français,,4.02 Note moyenne,https://pictures.abebooks.com/isbn/9782205044768-us-300.jpg,"€110,99",NaN
9782205045697,https://www.justbooks.fr/search/?keywords=9782205045697&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Aldebaran,4,Le groupe,ALDEB,o,,Léo,,,Dargaud,1997,,,,4.06 Note moyenne,https://pictures.abebooks.com/isbn/9782205045697-us-300.jpg,,NaN
9782205047615,https://www.justbooks.fr/search/?keywords=9782205047615&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Aldebaran,5,La créature,ALDEB,o,,Léo,,,Dargaud,1998,,,,4.05 Note moyenne,https://pictures.abebooks.com/isbn/9782205047615-us-300.jpg,"€98,24",NaN
2731602171,https://www.justbooks.fr/search/?keywords=2731602171&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aventures d'Alef-Thau,1,L'enfant tronc,ALEFT,o,,"Jodorowsky, Alejandro",,,Les Humanoïdes Associés,,,français,,,https://pictures.abebooks.com/isbn/9782731602173-us-300.jpg,"€3,59",
2731602708,https://www.justbooks.fr/search/?keywords=2731602708&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aventures d'Alef-Thau,2,Le prince manchot,ALEFT,o,,"Jodorowsky, Alejandro",,,Humanoides Associes / Huma...,1984,,français,"Hardcover album, French text.",3.62 Note moyenne,https://pictures.abebooks.com/isbn/9782731602708-us-300.jpg,"€7,40",
9782731603668,https://www.justbooks.fr/search/?keywords=9782731603668&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aventures d'Alef-Thau,3,Le roi Borgne,ALEFT,o,,Alexandro Jodorowsky,,,Les Humanoïdes associés,1986,,Français,,3.60 Note moyenne,https://pictures.abebooks.com/isbn/9782731603668-us-300.jpg,,NaN
9782731604474,https://www.justbooks.fr/search/?keywords=9782731604474&currency=EUR&destination=fr&mode=isbn&classic=off&lang=fr&st=sh&ac=qr&submit=,Les Aventures d'Alef-Thau,4,Le seigneur des illusions,ALEFT,o,,JODOROWSKY+ARNO,,,Les Humanoïdes associés,1988,,Français,"Hardcover album, French text.",3.71 Note moyenne,https://pictures.abebooks.com/isbn/9782731604474-us-300.jpg,"€6,75",NaN
